Tax Year,Resident Type,Place of Residence,Country,State,County,Income Class,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Deductions of All Returns (in thousands),Dependent Exemptions of All Returns (in thousands),Taxable Income of All Returns (in thousands),Tax Before Credits of All Returns (in thousands),Tax Liability of All Returns (in thousands) **,Place of Residence Sort Order,Income Class Sort Order
2013,Full-Year Resident,Madison,United States,New York,Madison,"60,000 - 74,999",,"2,024","136,317.49","29,710.62","1,603","105,003.87","5,643.69","5,135.88",31,8
2013,Full-Year Resident,Madison,United States,New York,Madison,"75,000 - 99,999",,"2,214","191,580.03","35,033.67","2,129","154,417.36","8,634.50","7,949.10",31,9
2013,Full-Year Resident,Madison,United States,New York,Madison,"100,000 - 199,999",,"2,660","350,886.22","48,862.18","3,096","298,928.04","18,533.34","17,543.24",31,10
2013,Full-Year Resident,Madison,United States,New York,Madison,"200,000 - 249,999",,216,"48,141.98","4,798.64",247,"43,096.34","2,866.22","2,645.31",31,11
2013,Full-Year Resident,Madison,United States,New York,Madison,"250,000 - 499,999",,287,"95,103.47","7,094.99",309,"87,699.48","5,919.99","5,616.37",31,12
2013,Full-Year Resident,Madison,United States,New York,Madison,"500,000 and over",,104,"145,156.79","2,507.74",98,"142,551.06","11,072.17","9,055.63",31,13
2013,Full-Year Resident,Madison,United States,New York,Madison,Total,,"29,624","1,422,140.55","313,402.54","15,301.91","1,116,292.46","66,432.56","54,837.17",31,14
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"Under 5,000",,"52,969","-87,826.89","85,424.77",3,"5,260.38",210.498,"-3,643.78",32,1
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"5,000 - 9,999",,"30,641","228,221.23","189,769.96",627.49,"37,823.78","1,513.38","-5,121.70",32,2
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"10,000 - 19,999",,"50,984","754,483.75","467,386.11","18,511.53","268,586.11","10,930.35","-12,480.65",32,3
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"20,000 - 29,999",,"42,943","1,068,921.51","436,813.51","22,909.22","609,198.78","27,237.50","8,018.44",32,4
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"30,000 - 39,999",,"32,617","1,132,461.58","352,146.32","16,898.12","763,417.14","37,252.58","27,990.05",32,5
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"40,000 - 49,999",,"24,174","1,082,158.28","283,314.05","12,471.44","786,372.79","40,505.89","35,918.62",32,6
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"50,000 - 59,999",,"19,255","1,054,479.17","243,624.58","11,139.99","799,714.60","42,594.77","39,142.90",32,7
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"60,000 - 74,999",,"22,036","1,479,373.39","313,058.58","15,257","1,151,057.81","62,779.97","58,497.61",32,8
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"75,000 - 99,999",,"25,760","2,230,297.04","413,177.38","23,185.45","1,793,934.20","100,880.98","94,530.08",32,9
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"100,000 - 199,999",,"34,396","4,582,879.43","659,661.42","38,774","3,884,444.02","241,614.98","232,861.11",32,10
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"200,000 - 249,999",,"3,460","767,861.53","80,663.12","3,947","683,251.41","45,451.32","44,255.75",32,11
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"250,000 - 499,999",,"4,612","1,539,949.15","116,901.04","5,563","1,417,485.11","95,772.36","92,345.61",32,12
2013,Full-Year Resident,Monroe,United States,New York,Monroe,"500,000 and over",,"1,753","2,156,142.53","58,169.78","1,982","2,095,990.75","160,758.94","147,464.61",32,13
2013,Full-Year Resident,Monroe,United States,New York,Monroe,Total,,"345,600","17,989,401.71","3,700,110.61","171,269.25","14,296,536.88","867,503.52","759,778.65",32,14
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"Under 5,000",,"3,747","-2,977.38","5,868.21",0,227.408,9.088,-522.008,33,1
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"5,000 - 9,999",,"2,116","15,936.30","13,941.83",35.512,"1,958.96",78.372,-508.037,33,2
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"10,000 - 19,999",,"3,539","52,668.94","33,984.65","1,593.95","17,090.34",694.769,"-1,290.98",33,3
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"20,000 - 29,999",,"3,039","75,699.86","31,921.33","1,994.23","41,784.30","1,851.07",242.129,33,4
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"30,000 - 39,999",,"2,409","83,452.26","26,772.89","1,678.99","55,000.38","2,642.39","1,746.94",33,5
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"40,000 - 49,999",,"1,683","75,204.01","19,743.98","1,112","54,348.03","2,761.36","2,243.73",33,6
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"50,000 - 59,999",,"1,269","69,538.35","16,508.84",888,"52,141.51","2,735.96","2,423.99",33,7
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"60,000 - 74,999",,"1,433","96,242.89","20,340.28","1,116","74,786.62","4,039.63","3,640.10",33,8
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"75,000 - 99,999",,"1,455","125,735.49","22,796.33","1,210","101,729.16","5,705.97","5,324.69",33,9
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"100,000 - 199,999",,"1,351","173,616.29","23,711.67","1,418","148,486.62","9,159.65","8,693.53",33,10
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"200,000 - 249,999",,73,"16,262.01","1,579.59",65,"14,617.42",972.36,958.795,33,11
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"250,000 - 499,999",,70,"23,426.50","1,679.51",54,"21,692.99","1,465.60","1,355.64",33,12
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,"500,000 and over",,27,"73,989.29",833.817,15,"73,140.48","6,053.08","5,949.80",33,13
2013,Full-Year Resident,Montgomery,United States,New York,Montgomery,Total,,"22,211","878,794.81","219,682.93","11,180.68","657,004.20","38,169.28","30,258.30",33,14
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"Under 5,000",,"97,149","-2,025,753.05","146,514.44",6.188,"9,941.61",397.946,"-4,356.09",34,1
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"5,000 - 9,999",,"49,897","371,358.33","298,270.59",896.882,"72,190.86","2,888.36","-4,219.25",34,2
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"10,000 - 19,999",,"76,530","1,129,640.26","716,134.39","22,604.76","390,901.11","15,956.74","-11,772.20",34,3
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"20,000 - 29,999",,"59,214","1,468,710.64","681,562.27","27,939.21","759,209.16","33,822.83","11,218.68",34,4
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"30,000 - 39,999",,"50,196","1,751,895.66","636,894.19","26,465.20","1,088,536.27","52,840.23","39,098.39",34,5
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"40,000 - 49,999",,"41,706","1,871,181.74","575,748.87","21,784.21","1,273,648.66","65,640.30","58,137.94",34,6
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"50,000 - 59,999",,"35,182","1,930,102.39","529,471.48","19,131.56","1,381,499.35","74,000.96","68,197.85",34,7
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"60,000 - 74,999",,"42,964","2,888,307.24","730,431.27","26,557.58","2,131,318.39","117,560.57","110,171.71",34,8
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"75,000 - 99,999",,"54,956","4,771,441.47","1,111,374.31","42,969.37","3,617,097.79","205,637.49","194,628.87",34,9
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"100,000 - 199,999",,"106,602","14,856,645.92","2,822,983.20","120,856.81","11,912,805.91","749,530.13","723,749.80",34,10
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"200,000 - 249,999",,"18,322","4,063,152.84","547,965.47","24,464","3,490,723.37","232,050.91","224,924.97",34,11
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"250,000 - 499,999",,"24,692","8,316,255.41","783,126.30","33,277","7,499,852.11","506,635.75","486,322.19",34,12
2013,Full-Year Resident,Nassau,United States,New York,Nassau,"500,000 and over",,"13,095","21,295,383.91","476,846.69","18,210","20,800,327.23","1,652,999.30","1,566,641.82",34,13
2013,Full-Year Resident,Nassau,United States,New York,Nassau,Total,,"670,505","62,688,322.77","10,057,323.47","385,162.76","54,428,051.83","3,709,961.52","3,462,744.68",34,14
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"Under 5,000",,"16,464","-5,919.03","25,753.19",0,"1,318.23",52.739,"-1,293.36",35,1
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"5,000 - 9,999",,"9,647","71,912.23","59,108.35",118.839,"12,685.04",507.527,"-1,432.35",35,2
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"10,000 - 19,999",,"15,797","232,436.66","142,863.72","4,913.80","84,659.15","3,450.14","-2,771.21",35,3
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"20,000 - 29,999",,"12,198","302,509.89","123,122.61","5,974.53","173,412.75","7,758.15","2,962.88",35,4
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"30,000 - 39,999",,"9,796","340,701.42","105,306.49","5,011.97","230,382.95","11,198.83","8,688.20",35,5
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"40,000 - 49,999",,"7,087","317,283.30","83,830.14","4,041.96","229,411.21","11,665.84","10,357.33",35,6
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"50,000 - 59,999",,"5,471","300,200.63","69,632.70","3,607","226,960.94","11,926.94","10,859.36",35,7
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"60,000 - 74,999",,"6,408","429,952.11","90,538.02","5,046.27","334,367.82","18,074.92","16,512.77",35,8
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"75,000 - 99,999",,"7,488","646,539.45","115,126.38","6,850","524,563.06","29,404.14","27,444.12",35,9
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"100,000 - 199,999",,"8,174","1,060,386.19","146,297.49","9,437","904,651.70","55,851.02","53,700.68",35,10
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"200,000 - 249,999",,504,"110,527.69","11,345.30",604,"98,578.38","6,553.10","6,399.26",35,11
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"250,000 - 499,999",,466,"155,755.02","11,535.78",474,"143,745.23","9,705.76","9,385.05",35,12
2013,Full-Year Resident,Niagara,United States,New York,Niagara,"500,000 and over",,162,"252,139.44","4,213.23",135,"247,791.22","19,866.41","17,858.96",35,13
2013,Full-Year Resident,Niagara,United States,New York,Niagara,Total,,"99,662","4,214,424.99","988,673.40","46,214.37","3,212,527.67","186,015.50","158,671.68",35,14
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"Under 5,000",,"17,451",-188.901,"27,140.09",0,"1,279.07",51.173,"-1,530.11",36,1
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"5,000 - 9,999",,"9,653","72,017.12","61,565.37",187.326,"10,264.42",410.689,"-1,809.11",36,2
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"10,000 - 19,999",,"15,812","235,528.50","149,517.96","6,177.55","79,832.99","3,245.22","-4,682.51",36,3
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"20,000 - 29,999",,"13,569","337,077.36","142,122.82","8,399.40","186,555.14","8,283.16","1,490.02",36,4
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"30,000 - 39,999",,"9,955","344,959.96","109,873.07","6,017.65","229,069.24","11,034.53","7,825.16",36,5
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"40,000 - 49,999",,"7,017","313,930.13","82,532.94","4,109.88","227,287.32","11,573.93","10,155.33",36,6
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"50,000 - 59,999",,"5,424","297,481.75","69,314.46","3,644","224,523.29","11,802.19","10,675.63",36,7
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"60,000 - 74,999",,"6,176","414,292.19","86,124.91","4,765","323,402.28","17,545.99","16,089.63",36,8
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"75,000 - 99,999",,"6,764","583,362.73","104,665.74","6,137","472,559.99","26,523.64","24,785.32",36,9
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"100,000 - 199,999",,"7,399","962,599.08","131,859.98","8,338","822,401.10","50,862.69","48,847.66",36,10
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"200,000 - 249,999",,574,"127,432.52","12,770.61",680,"113,981.91","7,583.02","7,388.54",36,11
2014,Full-Year Resident,Allegany,United States,New York,Allegany,"40,000 - 49,999",,"1,445","64,795.85","17,942.08","1,056.91","45,796.86","2,284.09","1,827.09",8,6
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"250,000 - 499,999",,663,"221,422.96","15,831.60",671,"204,920.35","13,851.61","12,962.10",36,12
2013,Full-Year Resident,Oneida,United States,New York,Oneida,"500,000 and over",,282,"280,894.17","8,402.32",332,"272,159.85","20,181.25","17,589.49",36,13
2013,Full-Year Resident,Oneida,United States,New York,Oneida,Total,,"100,739","4,190,809.55","1,001,721.87","49,458.80","3,168,236.94","182,949.09","149,787.15",36,14
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"Under 5,000",,"32,833","-45,844.79","52,511.17",0,"3,119.42",124.875,"-8,793.00",37,1
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"5,000 - 9,999",,"18,672","138,874.87","116,868.75",448.459,"21,557.66",862.557,"-3,331.25",37,2
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"10,000 - 19,999",,"30,328","448,908.53","280,248.22","11,526.95","157,133.35","6,389.16","-8,052.77",37,3
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"20,000 - 29,999",,"25,507","633,592.55","260,696.32","14,460.61","358,435.63","15,994.61","4,050.93",37,4
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"30,000 - 39,999",,"20,164","700,876.56","218,536.70","11,001.63","471,338.23","22,928.93","16,934.21",37,5
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"40,000 - 49,999",,"14,713","658,689.64","170,967.61","8,030","479,692.04","24,672.76","21,881.16",37,6
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"50,000 - 59,999",,"11,953","655,025.09","150,752.14","7,032","497,240.95","26,456.56","24,183.44",37,7
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"60,000 - 74,999",,"13,806","927,196.08","192,884.67","9,867.40","724,444.01","39,574.52","36,807.83",37,8
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"75,000 - 99,999",,"15,892","1,377,006.69","251,503.39","14,055","1,111,448.30","62,593.55","58,572.34",37,9
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"100,000 - 199,999",,"21,528","2,863,264.09","407,272.78","24,440","2,431,551.31","151,197.51","145,131.30",37,10
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"200,000 - 249,999",,"2,155","479,068","48,333.69","2,511","428,223.31","28,489.80","27,575.99",37,11
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"250,000 - 499,999",,"2,743","917,184.15","67,149.90","3,237","846,797.25","57,218.72","54,023.01",37,12
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,"500,000 and over",,"1,051","1,197,004.29","31,771.58","1,296","1,163,936.71","87,540.42","72,070.72",37,13
2013,Full-Year Resident,Onondaga,United States,New York,Onondaga,Total,,"211,345","10,950,845.75","2,249,496.91","107,906.05","8,694,918.16","524,043.97","441,053.91",37,14
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"Under 5,000",,"7,897","-10,280.89","12,432.92",1,811.178,32.478,-598.498,38,1
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"5,000 - 9,999",,"4,526","33,618.29","27,723.86",83.422,"5,811.01",232.488,-663.048,38,2
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"10,000 - 19,999",,"7,233","107,554.80","66,944.98","2,133.53","38,476.29","1,566.12","-1,212.20",38,3
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"20,000 - 29,999",,"5,926","146,814.89","61,336.86","2,623.04","82,854.99","3,704.11","1,400.37",38,4
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"30,000 - 39,999",,"4,599","159,850.77","51,247.44","2,352.12","106,251.21","5,142.65","3,869.72",38,5
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"40,000 - 49,999",,"3,571","160,116.46","43,337.21","2,024","114,755.25","5,830.58","5,046.66",38,6
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"50,000 - 59,999",,"2,863","157,067.88","38,107.94","1,924","117,035.94","6,123.90","5,495.92",38,7
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"60,000 - 74,999",,"3,353","225,369.85","48,770.35","2,572","174,027.50","9,388.72","8,508.43",38,8
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"75,000 - 99,999",,"3,876","336,082.26","62,519.59","3,634","269,928.67","15,106.01","13,836.41",38,9
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"100,000 - 199,999",,"4,978","660,973.17","94,815.65","5,863","560,294.53","34,780.37","33,208.90",38,10
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"200,000 - 249,999",,557,"123,552.39","12,498.14",752,"110,302.26","7,333.23","7,021.39",38,11
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"250,000 - 499,999",,655,"222,813.78","16,664.19",804,"205,345.59","13,884.87","13,033.60",38,12
2013,Full-Year Resident,Ontario,United States,New York,Ontario,"500,000 and over",,276,"365,239.19","9,623.47",317,"355,298.72","27,676.26","23,184.09",38,13
2013,Full-Year Resident,Ontario,United States,New York,Ontario,Total,,"50,310","2,688,772.84","546,022.60","25,083.11","2,141,193.13","130,801.76","112,131.72",38,14
2013,Full-Year Resident,Orange,United States,New York,Orange,"Under 5,000",,"22,664","-61,724.83","35,341.20",1.199,"2,416.03",96.7,"-1,205.66",39,1
2013,Full-Year Resident,Orange,United States,New York,Orange,"5,000 - 9,999",,"13,585","101,127.02","82,879.27",205.301,"18,042.45",721.929,"-1,871.85",39,2
2013,Full-Year Resident,Orange,United States,New York,Orange,"10,000 - 19,999",,"23,314","343,502.28","224,630.48","9,220.71","109,651.10","4,465.00","-8,176.29",39,3
2013,Full-Year Resident,Orange,United States,New York,Orange,"20,000 - 29,999",,"17,620","437,224.01","193,149.90","13,549.48","230,524.64","10,207.80","1,150.39",39,4
2013,Full-Year Resident,Orange,United States,New York,Orange,"30,000 - 39,999",,"13,691","476,381.94","162,255.24","10,377.04","303,749.66","14,584.44","9,650.94",39,5
2013,Full-Year Resident,Orange,United States,New York,Orange,"40,000 - 49,999",,"10,623","475,863.44","135,497.10","7,666.02","332,700.31","16,965.44","13,983.02",39,6
2013,Full-Year Resident,Orange,United States,New York,Orange,"50,000 - 59,999",,"8,575","470,190.74","119,972.07","6,418.84","343,799.83","18,211.45","15,791.34",39,7
2013,Full-Year Resident,Orange,United States,New York,Orange,"60,000 - 74,999",,"10,847","730,075.73","170,957.75","9,105","550,012.98","30,059.03","26,631.18",39,8
2013,Full-Year Resident,Orange,United States,New York,Orange,"75,000 - 99,999",,"14,148","1,229,190.99","260,361.23","13,529.62","955,300.13","54,015.56","48,245.70",39,9
2013,Full-Year Resident,Orange,United States,New York,Orange,"100,000 - 199,999",,"23,523","3,199,739.10","552,905.32","29,079","2,617,754.78","163,630.27","145,507.18",39,10
2013,Full-Year Resident,Orange,United States,New York,Orange,"200,000 - 249,999",,"2,629","582,023.88","70,909.20","3,604","507,510.68","33,742.11","28,829.55",39,11
2013,Full-Year Resident,Orange,United States,New York,Orange,"250,000 - 499,999",,"2,276","740,628.90","62,638.19","3,070","674,920.71","45,501.05","38,163.45",39,12
2013,Full-Year Resident,Orange,United States,New York,Orange,"500,000 and over",,725,"1,010,648.28","24,435.09",978,"985,235.19","76,840.12","57,695.16",39,13
2013,Full-Year Resident,Orange,United States,New York,Orange,Total,,"164,220","9,734,871.47","2,095,932.03","106,804.21","7,631,618.49","469,040.89","374,394.12",39,14
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"Under 5,000",,"2,946",423.862,"4,419.53",0,205.702,8.228,-226.783,40,1
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"5,000 - 9,999",,"1,575","11,695.07","9,956.29",18.005,"1,720.77",68.87,-219.147,40,2
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"10,000 - 19,999",,"2,747","40,975.28","25,959.04","1,057.49","13,958.75",567.307,-698.57,40,3
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"20,000 - 29,999",,"2,464","61,087.33","25,415.60","1,527.74","34,144.00","1,515.15",334.747,40,4
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"30,000 - 39,999",,"1,845","64,086.82","20,477.15","1,182","42,427.67","2,029.47","1,401.68",40,5
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"40,000 - 49,999",,"1,333","59,989.01","16,136.41",909,"42,943.60","2,165.14","1,806.71",40,6
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"50,000 - 59,999",,"1,011","55,444.20","13,354.80",833,"41,256.40","2,132.85","1,817.62",40,7
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"60,000 - 74,999",,"1,211","81,311.90","17,011.76","1,002","63,298.14","3,403.80","3,057.01",40,8
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"75,000 - 99,999",,"1,217","104,304.78","19,171.01","1,156","83,977.77","4,677.91","4,191.04",40,9
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"100,000 - 199,999",,"1,074","136,201.75","18,198.24","1,109","116,894.51","7,178.26","6,811.79",40,10
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"200,000 - 249,999",,56,"12,379.15","1,060.29",52,"11,266.86",749.527,678.689,40,11
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"250,000 - 499,999",,56,"18,292.21","1,063.53",51,"17,177.67","1,157.53",957.584,40,12
2013,Full-Year Resident,Orleans,United States,New York,Orleans,"500,000 and over",,12,"9,696.29",185.108,5,"9,506.18",698.378,359.262,40,13
2013,Full-Year Resident,Orleans,United States,New York,Orleans,Total,,"17,547","655,887.64","172,408.76","8,902.24","478,778.01","26,352.41","20,271.63",40,14
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"Under 5,000",,"8,166",962.369,"12,980.38",0,740.299,29.619,-581.363,41,1
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"5,000 - 9,999",,"4,765","35,653.49","30,668.45",115.1,"4,869.94",194.87,-910.285,41,2
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"10,000 - 19,999",,"7,999","117,889.98","75,504.43","3,021.28","39,364.28","1,598.17","-2,062.52",41,3
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"20,000 - 29,999",,"6,178","153,147.36","64,927.25","3,875.75","84,344.36","3,736.81",819.989,41,4
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"30,000 - 39,999",,"4,968","172,745.43","55,336.61","3,218.89","114,189.93","5,476.47","3,889.60",41,5
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"40,000 - 49,999",,"3,815","171,184.63","46,491.61","2,693","122,000.02","6,128.72","5,285.09",41,6
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"50,000 - 59,999",,"2,971","162,834.37","38,669.33","2,287","121,878.04","6,355.56","5,752.52",41,7
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"60,000 - 74,999",,"3,527","236,477.01","49,770.81","2,879","183,827.20","9,909.49","9,141.03",41,8
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"75,000 - 99,999",,"3,916","338,130.23","60,089.24","3,692","274,348.99","15,371.67","14,321.46",41,9
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"100,000 - 199,999",,"4,064","525,493.84","70,068.17","4,315","451,110.67","27,863.42","26,707.05",41,10
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"200,000 - 249,999",,228,"50,649.32","4,756.93",224,"45,668.39","3,039.25","2,948.90",41,11
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"250,000 - 499,999",,179,"57,023.94","3,894.95",190,"52,939.00","3,569.43","3,484.88",41,12
2013,Full-Year Resident,Oswego,United States,New York,Oswego,"500,000 and over",,49,"43,315.78",993.049,45,"42,277.73","3,039.78","2,890.87",41,13
2013,Full-Year Resident,Oswego,United States,New York,Oswego,Total,,"50,825","2,065,507.75","514,151.18","26,556.02","1,537,558.86","86,313.25","71,687.20",41,14
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"Under 5,000",,"4,474","-7,685.99","6,907.96",0,337.804,13.525,-456.376,42,1
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"5,000 - 9,999",,"2,362","17,361.77","15,149.42",28.369,"2,183.98",87.412,-393.06,42,2
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"10,000 - 19,999",,"3,839","57,412.37","36,855.13","1,151.56","19,405.68",789.042,-759.231,42,3
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"20,000 - 29,999",,"3,415","84,424.37","36,244.87","1,766.91","46,412.59","2,063.96",590.646,42,4
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"30,000 - 39,999",,"2,504","87,019.28","28,598.32","1,427","56,993.96","2,729.82","1,959.18",42,5
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"40,000 - 49,999",,"1,844","82,463.67","22,155.90","1,104","59,203.77","2,986.53","2,542.34",42,6
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"50,000 - 59,999",,"1,438","78,907.48","18,943.30",987,"58,977.18","3,070.74","2,725.30",42,7
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"60,000 - 74,999",,"1,602","107,325.55","22,991.93","1,238","83,095.62","4,463.72","4,059.89",42,8
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"75,000 - 99,999",,"1,734","149,424.14","27,133.22","1,513","120,777.92","6,769.46","6,303.65",42,9
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"100,000 - 199,999",,"1,705","221,793.15","30,465.88","1,723","189,604.26","11,731.34","11,214.63",42,10
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"200,000 - 249,999",,146,"32,396.17","3,222.62",145,"29,028.55","1,931.74","1,884.80",42,11
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"250,000 - 499,999",,216,"74,330.43","5,039.41",241,"69,050.02","4,675.83","4,568.78",42,12
2013,Full-Year Resident,Otsego,United States,New York,Otsego,"500,000 and over",,67,"89,305.47","3,748.62",51,"85,505.85","6,629.84","6,458.16",42,13
2013,Full-Year Resident,Otsego,United States,New York,Otsego,Total,,"25,346","1,074,477.85","257,456.58","11,375.84","820,577.18","47,942.95","40,698.70",42,14
2013,Full-Year Resident,Putnam,United States,New York,Putnam,"Under 5,000",,"6,778","-32,737.24","10,427.19",0,804.986,32.238,-301.209,43,1
2013,Full-Year Resident,Putnam,United States,New York,Putnam,"5,000 - 9,999",,"3,257","23,938.98","18,766.10",17.219,"5,155.66",206.313,-120.668,43,2
2013,Full-Year Resident,Putnam,United States,New York,Putnam,"10,000 - 19,999",,"4,776","70,028.45","44,047.16",878.881,"25,102.41","1,025.24",-94.059,43,3
2013,Full-Year Resident,Putnam,United States,New York,Putnam,"20,000 - 29,999",,"3,715","92,237.27","42,599.37","1,302.16","48,335.75","2,173.89","1,093.20",43,4
