Tax Year,Resident Type,Place of Residence,Country,State,County,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Tax Liability of All Returns (in thousands) **,Number of Taxable Returns,NY AGI of Taxable Returns (in thousands) *,Tax Liability of Taxable Returns (in thousands) **,Number of Nontaxable Returns,NY AGI of Nontaxable Returns (in thousands) *,Tax Liability of Nontaxable Returns (in thousands) **,Average NY AGI of All Returns,Average Tax of All Returns,Average NY AGI of Taxable Returns,Average Tax of Taxable Returns,Average NY AGI of Nontaxable Returns,County Sort Order
2013,Full-Year Resident,Putnam,United States,New York,Putnam,,"46,474","3,568,648.27","163,442.17","35,024","3,490,451.88","166,044.57","11,450","78,196.39","-2,602.40","76,788","3,517","99,659","4,741","6,829",43
2013,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,,"72,643","3,500,517.10","137,133.45","50,452","3,306,355.70","145,993.25","22,191","194,161.40","-8,859.80","48,188","1,888","65,535","2,894","8,750",44
2013,Full-Year Resident,Rockland,United States,New York,Rockland,,"137,868","9,880,577.65","408,631.89","93,212","9,623,044.93","430,944.42","44,656","257,532.72","-22,312.53","71,667","2,964","103,238","4,623","5,767",45
2013,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,,"41,121","1,638,151.26","55,375.09","25,771","1,495,762.91","62,834.99","15,350","142,388.36","-7,459.90","39,837","1,347","58,041","2,438","9,276",46
2013,Full-Year Resident,Saratoga,United States,New York,Saratoga,,"106,342","6,653,967.93","311,474.14","78,459","6,493,377.80","320,294.56","27,883","160,590.13","-8,820.42","62,571","2,929","82,761","4,082","5,759",47
2013,Full-Year Resident,Schenectady,United States,New York,Schenectady,,"73,621","3,627,218.46","146,323.78","50,013","3,408,975.14","156,924.32","23,608","218,243.32","-10,600.54","49,269","1,988","68,162","3,138","9,244",48
2013,Full-Year Resident,Schoharie,United States,New York,Schoharie,,"13,240","533,013.39","19,143.03","8,576","499,112.97","21,052.99","4,664","33,900.42","-1,909.96","40,258","1,446","58,199","2,455","7,269",49
2013,Full-Year Resident,Schuyler,United States,New York,Schuyler,,"8,094","326,036.92","11,061.95","5,331","301,120.99","12,400.41","2,763","24,915.92","-1,338.45","40,281","1,367","56,485","2,326","9,018",50
2013,Full-Year Resident,Seneca,United States,New York,Seneca,,"14,834","589,828.90","19,408.92","9,486","534,409.79","22,069.16","5,348","55,419.10","-2,660.25","39,762","1,308","56,337","2,326","10,363",51
2013,Full-Year Resident,Steuben,United States,New York,Steuben,,"42,309","1,851,083.68","68,220.06","26,908","1,707,850.31","75,492.44","15,401","143,233.37","-7,272.38","43,752","1,612","63,470","2,806","9,300",52
2013,Full-Year Resident,Suffolk,United States,New York,Suffolk,,"722,622","52,072,616.91","2,537,850.04","522,257","50,717,305.24","2,603,305.39","200,365","1,355,311.66","-65,455.35","72,061","3,512","97,112","4,985","6,764",53
2013,Full-Year Resident,Sullivan,United States,New York,Sullivan,,"31,462","1,410,199.56","52,348.45","19,861","1,306,383.10","57,945.09","11,601","103,816.47","-5,596.65","44,822","1,664","65,776","2,918","8,949",54
2013,Full-Year Resident,Tioga,United States,New York,Tioga,,"22,429","985,775.53","33,574.54","14,597","902,607.99","36,839.13","7,832","83,167.54","-3,264.60","43,951","1,497","61,835","2,524","10,619",55
2013,Full-Year Resident,Tompkins,United States,New York,Tompkins,,"38,475","2,135,706.67","91,999.63","28,065","2,045,411.24","96,169.91","10,410","90,295.44","-4,170.28","55,509","2,391","72,881","3,427","8,674",56
2013,Full-Year Resident,Ulster,United States,New York,Ulster,,"80,201","3,951,418.34","161,545.85","54,846","3,780,931.41","170,359.34","25,355","170,486.94","-8,813.49","49,269","2,014","68,937","3,106","6,724",57
2013,Full-Year Resident,Warren,United States,New York,Warren,,"32,192","1,486,360.83","62,377.07","21,624","1,452,831.94","66,129.04","10,568","33,528.89","-3,751.97","46,172","1,938","67,186","3,058","3,173",58
2013,Full-Year Resident,Washington,United States,New York,Washington,,"26,730","1,047,714.90","32,922.03","17,498","960,563.97","37,184.05","9,232","87,150.93","-4,262.01","39,196","1,232","54,896","2,125","9,440",59
2013,Full-Year Resident,Wayne,United States,New York,Wayne,,"42,616","1,817,610.02","63,903.69","29,093","1,683,254.91","70,250.30","13,523","134,355.11","-6,346.60","42,651","1,500","57,858","2,415","9,935",60
2013,Full-Year Resident,Westchester,United States,New York,Westchester,,"450,087","60,197,251.51","3,520,692.50","323,747","59,516,712.82","3,565,616.41","126,340","680,538.69","-44,923.91","133,746","7,822","183,837","11,014","5,387",61
2013,Full-Year Resident,Wyoming,United States,New York,Wyoming,,"17,435","717,331.95","23,643.56","11,886","657,551.04","26,764.00","5,549","59,780.91","-3,120.44","41,143","1,356","55,321","2,252","10,773",62
2013,Full-Year Resident,Yates,United States,New York,Yates,,"10,637","396,566.86","12,025.55","6,567","351,501.77","14,030.89","4,070","45,065.09","-2,005.34","37,282","1,131","53,525","2,137","11,073",63
2013,Full-Year Resident,"Total, Counties Outside of New York City",United States,New York,"Total, Counties Outside of New York City",,"5,125,383","339,468,076.89","16,113,871.35","3,554,732","328,544,034.10","16,750,220.71","1,570,651","10,924,042.79","-636,349.35","66,233","3,144","92,424","4,712","6,955",64
2013,Full-Year Resident,NYS Unclassified +,United States,New York,NYS Unclassified +,,306,"24,491.55","1,172.06",217,"23,829.55","1,188.63",89,662.001,-16.561,"80,038","3,830","109,814","5,478","7,438",65
2013,Full-Year Resident,Residence Unknown ++,United States,New York,Residence Unknown ++,,"7,612","1,087,356.80","75,763.02","4,074","1,166,522.35","77,004.64","3,538","-79,165.56","-1,241.62","142,848","9,953","286,333","18,901","-22,376",66
2013,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident",,"8,973,526","621,680,708.56","31,266,652.56","5,945,707","601,335,396.30","32,647,189.52","3,027,819","20,345,312.29","-1,380,536.95","69,279","3,484","101,138","5,491","6,719",67
2013,Full-Year Nonresident,Alabama,United States,Alabama,All,,"1,408","687,691.20","3,074.06",894,"525,556","3,088.57",514,"162,135.20",-14.508,"488,417","2,183","587,870","3,455","315,438",100
2013,Full-Year Nonresident,Alaska,United States,Alaska,All,,387,"66,703.75",245.986,212,"53,535.41",248.081,175,"13,168.34",-2.095,"172,361",636,"252,526","1,170","75,248",101
2013,Full-Year Nonresident,Arizona,United States,Arizona,All,,"4,141","2,020,885.48","11,785.98","2,821","1,815,575.58","11,804.43","1,320","205,309.91",-18.452,"488,019","2,846","643,593","4,184","155,538",102
2013,Full-Year Nonresident,Arkansas,United States,Arkansas,All,,708,"1,390,927.14","1,522.61",470,"1,250,069.82","1,525.12",238,"140,857.32",-2.505,"1,964,586","2,151","2,659,723","3,245","591,837",103
2013,Full-Year Nonresident,California,United States,California,All,,"40,918","52,916,156.48","223,383.87","29,516","45,157,517.62","223,937.45","11,402","7,758,638.87",-553.584,"1,293,224","5,459","1,529,934","7,587","680,463",104
2013,Full-Year Nonresident,Colorado,United States,Colorado,All,,"5,176","2,793,999.15","19,414.29","3,626","2,284,663.89","19,695.09","1,550","509,335.26",-280.8,"539,799","3,751","630,078","5,432","328,603",105
2013,Full-Year Nonresident,Connecticut,United States,Connecticut,All,,"86,816","37,521,505.41","1,074,030.14","76,451","35,337,560.96","1,079,580.24","10,365","2,183,944.46","-5,550.10","432,196","12,371","462,225","14,121","210,704",106
2013,Full-Year Nonresident,Delaware,United States,Delaware,All,,"2,071","471,430.44","7,445.81","1,574","411,695.08","7,465.56",497,"59,735.36",-19.75,"227,634","3,595","261,560","4,743","120,192",107
2013,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,,"3,270","2,373,852.38","38,896.94","2,618","2,312,800.60","39,487.25",652,"61,051.78",-590.308,"725,949","11,895","883,423","15,083","93,638",108
2013,Full-Year Nonresident,Florida,United States,Florida,All,,"42,282","22,321,598.75","231,619.80","27,525","18,622,861.82","236,166.21","14,757","3,698,736.93","-4,546.41","527,922","5,478","676,580","8,580","250,643",109
2013,Full-Year Nonresident,Georgia,United States,Georgia,All,,"10,516","3,863,595.38","26,882.03","7,005","3,377,129.48","26,944.46","3,511","486,465.90",-62.431,"367,402","2,556","482,103","3,846","138,555",110
2013,Full-Year Nonresident,Hawaii,United States,Hawaii,All,,"1,170","252,366.55","1,578.26",505,"135,492.25","1,584.44",665,"116,874.30",-6.181,"215,698","1,349","268,301","3,138","175,751",111
2013,Full-Year Nonresident,Idaho,United States,Idaho,All,,548,"330,540.52","1,145.47",365,"307,784.12","1,146.32",183,"22,756.39",-0.849,"603,176","2,090","843,244","3,141","124,352",112
2013,Full-Year Nonresident,Illinois,United States,Illinois,All,,"13,717","13,167,688.59","67,024.66","11,258","10,873,335.10","67,040.18","2,459","2,294,353.49",-15.522,"959,954","4,886","965,832","5,955","933,043",113
2013,Full-Year Nonresident,Indiana,United States,Indiana,All,,"2,146","1,296,095.77","5,820.60","1,664","1,226,677.59","6,129.46",482,"69,418.18",-308.855,"603,959","2,712","737,186","3,684","144,021",114
2013,Full-Year Nonresident,Iowa,United States,Iowa,All,,867,"358,273.10","1,476.16",632,"313,578.14","1,476.16",235,"44,694.96",0,"413,233","1,703","496,168","2,336","190,191",115
2013,Full-Year Nonresident,Kansas,United States,Kansas,All,,"1,534","1,121,564.25","3,061.74",959,"906,602.47","3,063.06",575,"214,961.78",-1.316,"731,137","1,996","945,362","3,194","373,847",116
2013,Full-Year Nonresident,Kentucky,United States,Kentucky,All,,"1,566","610,289.08","2,904.93",971,"556,946.21","2,914.38",595,"53,342.87",-9.455,"389,712","1,855","573,580","3,001","89,652",117
2013,Full-Year Nonresident,Louisiana,United States,Louisiana,All,,"1,770","685,697.37","3,804.62","1,216","564,768.13","3,905.44",554,"120,929.24",-100.826,"387,400","2,150","464,447","3,212","218,284",118
2013,Full-Year Nonresident,Maine,United States,Maine,All,,"2,235","511,262.58","8,755.56","1,805","466,783.10","8,755.98",430,"44,479.48",-0.426,"228,753","3,917","258,606","4,851","103,441",119
2013,Full-Year Nonresident,Maryland,United States,Maryland,All,,"10,749","6,115,581.27","49,866.56","7,932","5,421,991.28","49,885.69","2,817","693,589.99",-19.134,"568,944","4,639","683,559","6,289","246,216",120
2013,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,,"23,283","17,330,141.86","106,677.55","18,635","14,442,917.94","106,841.12","4,648","2,887,223.92",-163.569,"744,326","4,582","775,043","5,733","621,176",121
2013,Full-Year Nonresident,Michigan,United States,Michigan,All,,"4,836","4,428,889.51","10,483.48","3,657","2,300,784.66","10,513.60","1,179","2,128,104.85",-30.126,"915,817","2,168","629,145","2,875","1,805,008",122
2013,Full-Year Nonresident,Minnesota,United States,Minnesota,All,,"3,256","2,810,536.93","10,266.57","2,567","2,120,631.80","10,279.59",689,"689,905.13",-13.021,"863,187","3,153","826,113","4,005","1,001,314",123
2013,Full-Year Nonresident,Mississippi,United States,Mississippi,All,,665,"277,319.15","1,048.32",439,"142,569.79","1,048.32",226,"134,749.36",0,"417,021","1,576","324,760","2,388","596,236",124
2013,Full-Year Nonresident,Missouri,United States,Missouri,All,,"2,815","2,660,810.79","8,389.68","2,100","2,266,676.30","8,659.12",715,"394,134.49",-269.434,"945,226","2,980","1,079,370","4,123","551,237",125
2013,Full-Year Nonresident,Montana,United States,Montana,All,,512,"427,504.54",887.093,335,"108,214.47",887.093,177,"319,290.07",0,"834,970","1,733","323,028","2,648","1,803,899",126
2013,Full-Year Nonresident,Nebraska,United States,Nebraska,All,,567,"428,081.16",766.355,410,"372,529.82",777.62,157,"55,551.34",-11.265,"754,993","1,352","908,609","1,897","353,830",127
2013,Full-Year Nonresident,Nevada,United States,Nevada,All,,"2,158","1,342,576.08","6,724.84","1,428","1,001,335.16","6,725.72",730,"341,240.92",-0.886,"622,139","3,116","701,215","4,710","467,453",128
2013,Full-Year Nonresident,New Hampshire,United States,New Hampshire,All,,"3,252","1,111,147.88","8,386.09","2,559","1,155,569.48","8,831.88",693,"-44,421.61",-445.789,"341,681","2,579","451,571","3,451","-64,100",129
2013,Full-Year Nonresident,New Jersey,United States,New Jersey,All,,"415,476","78,726,369.22","2,837,768.81","377,121","73,937,651.14","2,841,364.85","38,355","4,788,718.08","-3,596.04","189,485","6,830","196,058","7,534","124,853",130
2013,Full-Year Nonresident,New Mexico,United States,New Mexico,All,,970,"272,990.57","2,451.64",647,"192,421.25","2,451.64",323,"80,569.32",0,"281,434","2,527","297,405","3,789","249,441",131
2013,Full-Year Nonresident,North Carolina,United States,North Carolina,All,,"12,109","3,517,493.22","30,728.06","7,719","3,016,063.59","30,817.95","4,390","501,429.63",-89.884,"290,486","2,538","390,732","3,992","114,221",132
2013,Full-Year Nonresident,North Dakota,United States,North Dakota,All,,215,"117,610.73",241.458,121,"106,630.02",241.458,94,"10,980.71",0,"547,027","1,123","881,240","1,996","116,816",133
2013,Full-Year Nonresident,Ohio,United States,Ohio,All,,"7,116","3,694,694.29","20,534.25","5,411","2,957,303.70","20,626.89","1,705","737,390.59",-92.639,"519,209","2,886","546,536","3,812","432,487",134
2013,Full-Year Nonresident,Oklahoma,United States,Oklahoma,All,,"1,079","1,452,089.80","2,045.08",660,"743,372.94","2,045.08",419,"708,716.86",0,"1,345,774","1,895","1,126,323","3,099","1,691,448",135
2013,Full-Year Nonresident,Oregon,United States,Oregon,All,,"1,872","942,825.51","3,914.91","1,388","784,834.98","3,915.45",484,"157,990.53",-0.544,"503,646","2,091","565,443","2,821","326,427",136
2013,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,,"60,557","13,681,116.98","182,216.12","50,076","12,236,643.31","182,533.99","10,481","1,444,473.67",-317.873,"225,921","3,009","244,361","3,645","137,818",137
2013,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,,"2,819","997,258.21","7,414.21","1,995","729,391.35","7,414.21",824,"267,866.86",0,"353,763","2,630","365,610","3,716","325,081",138
2013,Full-Year Nonresident,South Carolina,United States,South Carolina,All,,"4,932","1,518,791.66","16,866.04","3,073","1,013,718.21","17,254","1,859","505,073.45",-387.964,"307,946","3,420","329,879","5,615","271,691",139
2013,Full-Year Nonresident,South Dakota,United States,South Dakota,All,,245,"157,081.97",326.857,150,"124,233.53",326.857,95,"32,848.44",0,"641,151","1,334","828,224","2,179","345,773",140
2013,Full-Year Nonresident,Tennessee,United States,Tennessee,All,,"3,186","2,594,564.63","9,209.88","2,214","1,718,379.36","9,210.24",972,"876,185.26",-0.362,"814,364","2,891","776,142","4,160","901,425",141
2013,Full-Year Nonresident,Texas,United States,Texas,All,,"13,858","14,214,233.11","59,715.95","10,295","10,483,490.69","59,982.13","3,563","3,730,742.42",-266.174,"1,025,706","4,309","1,018,309","5,826","1,047,079",142
2013,Full-Year Nonresident,Utah,United States,Utah,All,,"1,337","923,764.17","5,688.72",952,"769,629.00","5,783.90",385,"154,135.17",-95.184,"690,923","4,255","808,434","6,076","400,351",143
2013,Full-Year Nonresident,Vermont,United States,Vermont,All,,"5,346","800,836.24","13,007.04","4,238","704,003.23","13,149.54","1,108","96,833.01",-142.501,"149,801","2,433","166,117","3,103","87,394",144
2013,Full-Year Nonresident,Virginia,United States,Virginia,All,,"13,540","6,177,990.28","53,535.92","9,613","5,432,526.77","53,839.27","3,927","745,463.51",-303.353,"456,277","3,954","565,123","5,601","189,830",145
2013,Full-Year Nonresident,Washington,United States,Washington,All,,"4,061","8,335,878.17","10,787.98","2,656","6,306,900.90","10,815.19","1,405","2,028,977.27",-27.212,"2,052,666","2,656","2,374,586","4,072","1,444,112",146
2013,Full-Year Nonresident,West Virginia,United States,West Virginia,All,,517,"111,902.35",627.173,371,"93,259.82",630.967,146,"18,642.52",-3.794,"216,446","1,213","251,374","1,701","127,689",147
2013,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,,"2,380","1,561,326.67","6,952.73","1,934","1,412,604.79","6,961.98",446,"148,721.88",-9.258,"656,020","2,921","730,406","3,600","333,457",148
2013,Full-Year Nonresident,Wyoming,United States,Wyoming,All,,303,"1,552,045.98","6,130.99",206,"1,069,604.05","6,130.99",97,"482,441.93",0,"5,122,264","20,234","5,192,253","29,762","4,973,628",149
2013,Full-Year Nonresident,A.P.O./F.P.O,A.P.O./F.P.O,All,All,,"1,859","56,402.26",434.412,441,"22,881.40",434.412,"1,418","33,520.87",0,"30,340",234,"51,885",985,"23,640",150
2013,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,,"3,770","693,660.61","15,298.66","2,823","666,944.63","15,325.53",947,"26,715.98",-26.877,"183,995","4,058","236,254","5,429","28,211",200
2013,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,,"2,183","893,147.77","10,390.20","1,291","775,294.49","10,390.48",892,"117,853.28",-0.277,"409,138","4,760","600,538","8,048","132,123",201
2013,Full-Year Nonresident,France,France,Not Applicable,Not Applicable,,952,"286,225.87","8,643.42",570,"266,863.65","8,643.42",382,"19,362.22",0,"300,657","9,079","468,182","15,164","50,686",202
2013,Full-Year Nonresident,Germany,Germany,Not Applicable,Not Applicable,,"19,782","221,372.55","6,444.87",793,"215,430.01","6,444.87","18,989","5,942.54",0,"11,191",326,"271,665","8,127",313,203
2013,Full-Year Nonresident,India,India,Not Applicable,Not Applicable,,"1,122","132,729.59","2,060.14",754,"122,547.15","2,060.14",368,"10,182.44",0,"118,297","1,836","162,529","2,732","27,670",204
2013,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,,"1,250","47,415.73",746.738,363,"24,458.76",746.738,887,"22,956.97",0,"37,933",597,"67,379","2,057","25,882",205
2013,Full-Year Nonresident,Israel,Israel,Not Applicable,Not Applicable,,"1,584","175,280.43","5,444.27",619,"162,216.79","5,444.27",965,"13,063.64",0,"110,657","3,437","262,063","8,795","13,537",206
2013,Full-Year Nonresident,Italy,Italy,Not Applicable,Not Applicable,,490,"55,212.03","1,956.67",218,"55,096.63","1,956.67",272,115.397,0,"112,678","3,993","252,737","8,976",424,207
2013,Full-Year Nonresident,Japan,Japan,Not Applicable,Not Applicable,,680,"272,779.73","5,278.00",407,"251,271.74","5,278.00",273,"21,508.00",0,"401,147","7,762","617,375","12,968","78,784",208
2013,Full-Year Nonresident,Mexico,Mexico,Not Applicable,Not Applicable,,78,"24,619.99","1,123.50",55,"24,458.34","1,123.50",23,161.65,0,"315,641","14,404","444,697","20,427","7,028",209
2013,Full-Year Nonresident,Puerto Rico,Puerto Rico,Not Applicable,Not Applicable,,419,"63,128.22",520.805,203,"89,156.87",520.805,216,"-26,028.65",0,"150,664","1,243","439,196","2,566","-120,503",210
2013,Full-Year Nonresident,S. Korea,S. Korea,Not Applicable,Not Applicable,,191,"28,849.19",286.386,94,"21,339.93",286.386,97,"7,509.26",0,"151,043","1,499","227,020","3,047","77,415",211
2013,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,,"3,937","2,807,002.59","46,474.39","2,424","2,419,366.11","46,474.39","1,513","387,636.47",0,"712,980","11,805","998,088","19,173","256,204",212
2013,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,,"6,789","1,791,788.02","31,892.23","3,535","1,628,126.32","31,893.34","3,254","163,661.70",-1.113,"263,925","4,698","460,573","9,022","50,296",213
2013,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,,"32,855","6,071,495.52","126,741.25","20,166","5,057,593.58","127,336.28","12,689","1,013,901.94",-595.03,"184,797","3,858","250,798","6,314","79,904",214
2013,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident",,"905,198","336,666,686.34","5,471,269.75","727,745","291,469,863.10","5,490,263.42","177,453","45,196,823.28","-18,993.67","371,926","6,044","400,511","7,544","254,697",215
2013,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident",,"238,856","19,158,840.46","606,212.90","186,028","18,196,030.73","613,069.06","52,828","962,809.72","-6,856.17","80,211","2,538","97,813","3,296","18,225",250
2013,"Grand Total, Total","Grand Total, Total",All,All,"Grand Total, Total",,"10,117,580","977,506,235.36","37,344,135.21","6,859,480","911,001,290.10","38,750,522","3,258,100","66,504,945.30","-1,406,386.79","96,615","3,691","132,809","5,649","20,412",299
2014,Full-Year Resident,New York City - Bronx,United States,New York,Bronx,,"616,640","19,385,425.79","482,226.93","319,528","16,308,817.28","661,141.68","297,112","3,076,608.50","-178,914.75","31,437",782,"51,040","2,069","10,355",1
2014,Full-Year Resident,New York City - Kings,United States,New York,Kings,,"1,138,249","56,877,626.01","2,338,423.78","690,968","52,928,890.62","2,607,566.55","447,281","3,948,735.39","-269,142.77","49,969","2,054","76,601","3,774","8,828",2
2014,Full-Year Resident,New York City - Manhattan,United States,New York,Manhattan,,"885,829","177,432,813.50","12,317,382.20","648,290","179,562,053.27","12,415,536.26","237,539","-2,129,239.77","-98,154.07","200,301","13,905","276,978","19,151","-8,964",3
2014,Full-Year Resident,New York City - Queens,United States,New York,Queens,,"1,070,559","46,877,014.17","1,746,939.71","663,374","43,004,992.93","1,939,433.36","407,185","3,872,021.24","-192,493.65","43,787","1,632","64,828","2,924","9,509",4
2014,Full-Year Resident,New York City - Richmond,United States,New York,Richmond,,"207,277","12,207,326.06","508,957.21","142,867","11,703,078.61","533,272.28","64,410","504,247.45","-24,315.07","58,894","2,455","81,916","3,733","7,829",5
2014,Full-Year Resident,"Total, New York City",United States,New York,"Total, New York City",,"3,918,554","312,780,205.52","17,393,929.83","2,465,027","303,507,832.72","18,156,950.13","1,453,527","9,272,372.80","-763,020.30","79,820","4,439","123,126","7,366","6,379",6
2014,Full-Year Resident,Albany,United States,New York,Albany,,"145,150","8,432,745.62","382,288.59","102,449","8,072,995.91","399,013.76","42,701","359,749.72","-16,725.17","58,097","2,634","78,800","3,895","8,425",7
2014,Full-Year Resident,Allegany,United States,New York,Allegany,,"18,187","755,159.66","24,742.93","11,157","690,110.73","28,040.05","7,030","65,048.93","-3,297.12","41,522","1,360","61,855","2,513","9,253",8
2014,Full-Year Resident,Broome,United States,New York,Broome,,"90,296","4,077,235.70","158,290.77","59,140","3,804,884.52","171,330.55","31,156","272,351.18","-13,039.78","45,154","1,753","64,337","2,897","8,742",9
2014,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,,"32,773","1,277,701.11","41,739.25","20,548","1,160,031.27","47,569.40","12,225","117,669.84","-5,830.16","38,986","1,274","56,455","2,315","9,625",10
2014,Full-Year Resident,Cayuga,United States,New York,Cayuga,,"34,259","1,534,274.91","53,698.29","22,946","1,409,513.66","62,179.23","11,313","124,761.25","-8,480.95","44,785","1,567","61,427","2,710","11,028",11
2014,Full-Year Resident,Chautauqua,United States,New York,Chautauqua,,"54,996","2,175,479.94","70,281.52","33,698","1,961,683.33","80,218.54","21,298","213,796.61","-9,937.03","39,557","1,278","58,214","2,381","10,038",12
2014,Full-Year Resident,Chemung,United States,New York,Chemung,,"37,877","1,726,715.22","64,062.29","24,318","1,593,373.37","69,990.23","13,559","133,341.85","-5,927.94","45,587","1,691","65,522","2,878","9,834",13
2014,Full-Year Resident,Chenango,United States,New York,Chenango,,"21,790","827,434.62","27,364.88","13,913","765,506.69","31,084.32","7,877","61,927.92","-3,719.44","37,973","1,256","55,021","2,234","7,862",14
2014,Full-Year Resident,Clinton,United States,New York,Clinton,,"34,839","1,473,036.83","53,669.26","23,344","1,378,917.54","57,925.87","11,495","94,119.28","-4,256.61","42,281","1,540","59,069","2,481","8,188",15
2014,Full-Year Resident,Columbia,United States,New York,Columbia,,"28,198","1,623,498.09","72,529.94","18,883","1,551,909.26","76,075.53","9,315","71,588.83","-3,545.59","57,575","2,572","82,186","4,029","7,685",16
2014,Full-Year Resident,Cortland,United States,New York,Cortland,,"20,105","840,873.19","29,039.85","13,519","777,182.00","32,746.67","6,586","63,691.20","-3,706.82","41,824","1,444","57,488","2,422","9,671",17
2014,Full-Year Resident,Delaware,United States,New York,Delaware,,"19,317","735,438.62","24,729.98","11,761","673,248.05","27,849.05","7,556","62,190.58","-3,119.08","38,072","1,280","57,244","2,368","8,231",18
2014,Full-Year Resident,Dutchess,United States,New York,Dutchess,,"131,971","8,488,991.13","382,700.79","95,169","8,207,597.31","394,826.49","36,802","281,393.82","-12,125.71","64,325","2,900","86,242","4,149","7,646",19
2014,Full-Year Resident,Erie,United States,New York,Erie,,"427,354","22,090,001.83","946,504.14","294,090","20,947,589.06","1,003,110.49","133,264","1,142,412.78","-56,606.35","51,690","2,215","71,228","3,411","8,573",20
2014,Full-Year Resident,Essex,United States,New York,Essex,,"16,962","717,787.44","27,793.19","11,124","686,912.82","29,720.20","5,838","30,874.62","-1,927.01","42,317","1,639","61,751","2,672","5,289",21
2014,Full-Year Resident,Franklin,United States,New York,Franklin,,"19,134","737,000.79","24,776.05","11,737","673,056.46","28,752.98","7,397","63,944.34","-3,976.93","38,518","1,295","57,345","2,450","8,645",22
2014,Full-Year Resident,Fulton,United States,New York,Fulton,,"23,593","935,067.09","31,327.48","15,179","853,085.24","35,243.21","8,414","81,981.86","-3,915.73","39,633","1,328","56,202","2,322","9,744",23
2014,Full-Year Resident,Genesee,United States,New York,Genesee,,"27,234","1,156,464.79","41,790.56","18,596","1,082,884.95","45,697.04","8,638","73,579.84","-3,906.48","42,464","1,534","58,232","2,457","8,518",24
2014,Full-Year Resident,Greene,United States,New York,Greene,,"20,889","953,669.58","38,503.73","13,894","902,371.39","40,885.06","6,995","51,298.19","-2,381.33","45,654","1,843","64,947","2,943","7,334",25
2014,Full-Year Resident,Hamilton,United States,New York,Hamilton,,"2,614","96,680.17","3,419.95","1,597","91,011.94","3,675.42","1,017","5,668.22",-255.471,"36,986","1,308","56,989","2,301","5,573",26
2014,Full-Year Resident,Herkimer,United States,New York,Herkimer,,"26,696","1,058,905.04","35,328.59","17,558","970,806.46","39,891.98","9,138","88,098.58","-4,563.40","39,665","1,323","55,291","2,272","9,641",27
2014,Full-Year Resident,Jefferson,United States,New York,Jefferson,,"41,067","1,673,060.28","56,071.15","26,335","1,520,584.63","63,636.60","14,732","152,475.65","-7,565.44","40,740","1,365","57,740","2,416","10,350",28
2014,Full-Year Resident,Lewis,United States,New York,Lewis,,"11,070","446,060.34","14,196.53","7,132","407,259.72","16,351.84","3,938","38,800.62","-2,155.32","40,295","1,282","57,103","2,293","9,853",29
2014,Full-Year Resident,Livingston,United States,New York,Livingston,,"26,891","1,215,794.66","44,731.36","18,482","1,134,013.84","48,576.83","8,409","81,780.82","-3,845.46","45,212","1,663","61,358","2,628","9,725",30
2014,Full-Year Resident,Madison,United States,New York,Madison,,"29,747","1,448,569.88","56,270.47","20,318","1,357,542.33","61,006.44","9,429","91,027.56","-4,735.97","48,696","1,892","66,815","3,003","9,654",31
2014,Full-Year Resident,Monroe,United States,New York,Monroe,,"347,006","18,625,143.91","798,330.17","239,177","17,682,868.31","846,598.02","107,829","942,275.60","-48,267.84","53,674","2,301","73,932","3,540","8,739",32
2014,Full-Year Resident,Montgomery,United States,New York,Montgomery,,"22,197","859,309.23","27,456.62","14,008","777,624.29","32,273.49","8,189","81,684.94","-4,816.87","38,713","1,237","55,513","2,304","9,975",33
2014,Full-Year Resident,Nassau,United States,New York,Nassau,,"675,831","66,795,320.91","3,729,984.74","497,274","66,834,632.23","3,785,376.62","178,557","-39,311.32","-55,391.88","98,834","5,519","134,402","7,612",-220,34
2014,Full-Year Resident,Niagara,United States,New York,Niagara,,"99,726","4,294,717.71","162,831.69","67,434","4,023,977.53","175,990.89","32,292","270,740.18","-13,159.20","43,065","1,633","59,673","2,610","8,384",35
